"NHS.region","Start.date","End.date","Central.estimate","Lower.bound","Upper.bound","Test","Median.mean","Min.age","Max.age","Data.source","N.tests"
"East of England","22 June 2020","22 June 2020","0.0410105477160263%","0.0125302564333968%","0.0885804909852833%","","","","","ONS-CIS",""
"East of England","23 June 2020","23 June 2020","0.0407476316552606%","0.013168544801901%","0.0858943368435337%","","","","","ONS-CIS",""
"East of England","24 June 2020","24 June 2020","0.0405345490898428%","0.0136843437443504%","0.0829368674630695%","","","","","ONS-CIS",""
"East of England","25 June 2020","25 June 2020","0.0403690345572889%","0.0141218032495463%","0.0801065667232047%","","","","","ONS-CIS",""
"East of England","26 June 2020","26 June 2020","0.0402482387471625%","0.0146200024813429%","0.0781981730621871%","","","","","ONS-CIS",""
"East of England","27 June 2020","27 June 2020","0.0401687792431707%","0.0152078137729781%","0.0768348060691787%","","","","","ONS-CIS",""
"East of England","28 June 2020","28 June 2020","0.0401271022195578%","0.0156536677087802%","0.07633379468808%","","","","","ONS-CIS",""
"East of England","29 June 2020","29 June 2020","0.0419884094618594%","0.0104412166253568%","0.0905742519657526%","","","","","ONS-CIS",""
"East of England","30 June 2020","30 June 2020","0.0419739427866498%","0.0114876346455076%","0.0878075696068264%","","","","","ONS-CIS",""
"East of England","01 July 2020","01 July 2020","0.0420081982965989%","0.0123729851589415%","0.0849496260855501%","","","","","ONS-CIS",""
"East of England","02 July 2020","02 July 2020","0.0420924323010403%","0.0133790574629543%","0.0832766096358071%","","","","","ONS-CIS",""
"East of England","03 July 2020","03 July 2020","0.0425064256220205%","0.0130175210113271%","0.0899849197702568%","","","","","ONS-CIS",""
"East of England","04 July 2020","04 July 2020","0.042532830082996%","0.0139394349015805%","0.0875016968255025%","","","","","ONS-CIS",""
"East of England","05 July 2020","05 July 2020","0.0426085355891954%","0.0148634356761946%","0.0855419511306681%","","","","","ONS-CIS",""
"East of England","06 July 2020","06 July 2020","0.0427338113989926%","0.0157830413163595%","0.0839909473179308%","","","","","ONS-CIS",""
"East of England","07 July 2020","07 July 2020","0.0429072514979166%","0.0166900112176995%","0.0827845015516177%","","","","","ONS-CIS",""
"East of England","08 July 2020","08 July 2020","0.0431253794441812%","0.0174454800548726%","0.0815480108240906%","","","","","ONS-CIS",""
"East of England","09 July 2020","09 July 2020","0.0433826738769153%","0.0182367048767416%","0.080980013959346%","","","","","ONS-CIS",""
"East of England","10 July 2020","10 July 2020","0.0502752243377515%","0.0137299726882752%","0.115755823158729%","","","","","ONS-CIS",""
"East of England","11 July 2020","11 July 2020","0.0500680273169142%","0.0146400174154745%","0.112135346031483%","","","","","ONS-CIS",""
"East of England","12 July 2020","12 July 2020","0.0499300882747588%","0.0155205089400744%","0.109038145192662%","","","","","ONS-CIS",""
"East of England","13 July 2020","13 July 2020","0.0498555096086523%","0.0164432515748579%","0.106555149684626%","","","","","ONS-CIS",""
"East of England","14 July 2020","14 July 2020","0.0498353566860568%","0.01721706451014%","0.104044205277008%","","","","","ONS-CIS",""
"East of England","15 July 2020","15 July 2020","0.0600906317926995%","0.021864873942372%","0.13576230801973%","","","","","ONS-CIS",""
"East of England","16 July 2020","16 July 2020","0.0593130801891044%","0.0223953826333254%","0.12945879390804%","","","","","ONS-CIS",""
"East of England","17 July 2020","17 July 2020","0.0586121547952958%","0.0229388231642649%","0.124401000887851%","","","","","ONS-CIS",""
"East of England","18 July 2020","18 July 2020","0.057979048313907%","0.0234904204529136%","0.118746589280158%","","","","","ONS-CIS",""
"East of England","19 July 2020","19 July 2020","0.0574036191763595%","0.0239301015150969%","0.114649605901209%","","","","","ONS-CIS",""
"East of England","20 July 2020","20 July 2020","0.0568748989054127%","0.0244238209138125%","0.111698170965204%","","","","","ONS-CIS",""
"East of England","21 July 2020","21 July 2020","0.056381978168306%","0.0248684583047126%","0.108814898511022%","","","","","ONS-CIS",""
"East of England","22 July 2020","22 July 2020","0.0559150533078458%","0.0250938403087892%","0.106028985905568%","","","","","ONS-CIS",""
"East of England","23 July 2020","23 July 2020","0.055466396085931%","0.0252916960352023%","0.103828849173272%","","","","","ONS-CIS",""
"East of England","24 July 2020","24 July 2020","0.0550310328368265%","0.0254752526962698%","0.10160150353026%","","","","","ONS-CIS",""
"East of England","25 July 2020","25 July 2020","0.0546069914759735%","0.0256247724441299%","0.0989685225202156%","","","","","ONS-CIS",""
"East of England","26 July 2020","26 July 2020","0.0501426199512551%","0.013133786526296%","0.107035898229949%","","","","","ONS-CIS",""
"East of England","27 July 2020","27 July 2020","0.0499378401696571%","0.0136843329859362%","0.104309749090799%","","","","","ONS-CIS",""
"East of England","28 July 2020","28 July 2020","0.0497844961751608%","0.0144368741307162%","0.101812879351618%","","","","","ONS-CIS",""
"East of England","29 July 2020","29 July 2020","0.0496821680676331%","0.0150429835638691%","0.100266698088669%","","","","","ONS-CIS",""
"East of England","30 July 2020","30 July 2020","0.0496299383436102%","0.0157637872633958%","0.0984494008621415%","","","","","ONS-CIS",""
"East of England","31 July 2020","31 July 2020","0.0559727068124608%","0.0127481416116792%","0.119977211531063%","","","","","ONS-CIS",""
"East of England","01 August 2020","01 August 2020","0.0557227463955764%","0.0134378404834135%","0.117105843108668%","","","","","ONS-CIS",""
"East of England","02 August 2020","02 August 2020","0.0555338274392538%","0.0141501319190973%","0.114555544959951%","","","","","ONS-CIS",""
"East of England","03 August 2020","03 August 2020","0.0554094536056796%","0.0150268165804059%","0.111408220878794%","","","","","ONS-CIS",""
"East of England","04 August 2020","04 August 2020","0.0553535825740075%","0.0157387014365954%","0.10990819053441%","","","","","ONS-CIS",""
"East of England","05 August 2020","05 August 2020","0.0553697961409673%","0.016389346692797%","0.108531220486776%","","","","","ONS-CIS",""
"East of England","06 August 2020","06 August 2020","0.05546108131413%","0.0172544810462712%","0.107000011416247%","","","","","ONS-CIS",""
"East of England","07 August 2020","07 August 2020","0.0556299865610726%","0.0178785502284802%","0.106133182044664%","","","","","ONS-CIS",""
"East of England","08 August 2020","08 August 2020","0.0558789341591737%","0.0187122978781348%","0.105551012607728%","","","","","ONS-CIS",""
"East of England","09 August 2020","09 August 2020","0.070937315331195%","0.0214591907016616%","0.135461281651932%","","","","","ONS-CIS",""
"East of England","10 August 2020","10 August 2020","0.0712525299284365%","0.0231017806563231%","0.133734316635075%","","","","","ONS-CIS",""
"East of England","11 August 2020","11 August 2020","0.0716196230129383%","0.0248553362638447%","0.132088296888523%","","","","","ONS-CIS",""
"East of England","12 August 2020","12 August 2020","0.0720392868508939%","0.0268335224215494%","0.131118016520881%","","","","","ONS-CIS",""
"East of England","13 August 2020","13 August 2020","0.0725107313792297%","0.0281736085944774%","0.130171309827103%","","","","","ONS-CIS",""
"East of England","14 August 2020","14 August 2020","0.0713002692501909%","0.0300757265700919%","0.120031270192986%","","","","","ONS-CIS",""
"East of England","15 August 2020","15 August 2020","0.0718275378308467%","0.031300537871918%","0.12015359183947%","","","","","ONS-CIS",""
"East of England","16 August 2020","16 August 2020","0.0723917167875119%","0.032595175968431%","0.119742541859047%","","","","","ONS-CIS",""
"East of England","17 August 2020","17 August 2020","0.0729929659380186%","0.0338089127612213%","0.119776538400257%","","","","","ONS-CIS",""
"East of England","18 August 2020","18 August 2020","0.0736318171936649%","0.0350151870853822%","0.119822322660337%","","","","","ONS-CIS",""
"East of England","19 August 2020","19 August 2020","0.0743092008833142%","0.0362341107279375%","0.119793681800483%","","","","","ONS-CIS",""
"East of England","20 August 2020","20 August 2020","0.0750263425304117%","0.0378039345268811%","0.119813011365921%","","","","","ONS-CIS",""
"East of England","21 August 2020","21 August 2020","0.0938951701774948%","0.0441777148533468%","0.157040554459824%","","","","","ONS-CIS",""
"East of England","22 August 2020","22 August 2020","0.0932968342760918%","0.0448806052654911%","0.15343998808547%","","","","","ONS-CIS",""
"East of England","23 August 2020","23 August 2020","0.0928638913380881%","0.0456561549789583%","0.15046685160063%","","","","","ONS-CIS",""
"East of England","24 August 2020","24 August 2020","0.0925975801855302%","0.0463675943283805%","0.14879556055396%","","","","","ONS-CIS",""
"East of England","25 August 2020","25 August 2020","0.0924993348188285%","0.046922814311485%","0.14800165402762%","","","","","ONS-CIS",""
"East of England","26 August 2020","26 August 2020","0.0925707609667959%","0.0475781699843983%","0.146858090861008%","","","","","ONS-CIS",""
"East of England","27 August 2020","27 August 2020","0.0928134704176385%","0.0485367405353193%","0.146628502800296%","","","","","ONS-CIS",""
"East of England","28 August 2020","28 August 2020","0.102736350525359%","0.046826004798456%","0.185396255778314%","","","","","ONS-CIS",""
"East of England","29 August 2020","29 August 2020","0.0994744301477476%","0.0468869784575717%","0.178596489089864%","","","","","ONS-CIS",""
"East of England","30 August 2020","30 August 2020","0.0970103665028464%","0.0461010685799662%","0.172186149592183%","","","","","ONS-CIS",""
"East of England","31 August 2020","31 August 2020","0.0952699051814153%","0.0459558786021536%","0.166736341533156%","","","","","ONS-CIS",""
"East of England","01 September 2020","01 September 2020","0.0941875087983843%","0.0463867458494695%","0.164643176042028%","","","","","ONS-CIS",""
"East of England","02 September 2020","02 September 2020","0.09369954355451%","0.0463190075643502%","0.163168256751105%","","","","","ONS-CIS",""
"East of England","03 September 2020","03 September 2020","0.0937369824058013%","0.0472999848995835%","0.162876233619441%","","","","","ONS-CIS",""
"East of England","04 September 2020","04 September 2020","0.0942196967276955%","0.0479707984735854%","0.162057369950812%","","","","","ONS-CIS",""
"East of England","05 September 2020","05 September 2020","0.0926216114793787%","0.0428030253682002%","0.163631756070902%","","","","","ONS-CIS",""
"East of England","06 September 2020","06 September 2020","0.0919717350454723%","0.0440753498117806%","0.159276874921103%","","","","","ONS-CIS",""
"East of England","07 September 2020","07 September 2020","0.0916274429781454%","0.0455917542307753%","0.155182559585607%","","","","","ONS-CIS",""
"East of England","08 September 2020","08 September 2020","0.091604284841478%","0.0464918790562939%","0.153205542800768%","","","","","ONS-CIS",""
"East of England","09 September 2020","09 September 2020","0.0919263353319815%","0.0484972650691672%","0.151177543925444%","","","","","ONS-CIS",""
"East of England","10 September 2020","10 September 2020","0.0926221066305322%","0.0498127763444764%","0.149617053362395%","","","","","ONS-CIS",""
"East of England","11 September 2020","11 September 2020","0.0937197180239447%","0.0513151408259215%","0.149914806901125%","","","","","ONS-CIS",""
"East of England","12 September 2020","12 September 2020","0.105091146275985%","0.0563717981161931%","0.171890628407907%","","","","","ONS-CIS",""
"East of England","13 September 2020","13 September 2020","0.105417909773993%","0.058345610383671%","0.168704083855193%","","","","","ONS-CIS",""
"East of England","14 September 2020","14 September 2020","0.106260611184676%","0.060337901431762%","0.167112508339379%","","","","","ONS-CIS",""
"East of England","15 September 2020","15 September 2020","0.107643093159822%","0.0628834331110024%","0.166904420183044%","","","","","ONS-CIS",""
"East of England","16 September 2020","16 September 2020","0.109593144520788%","0.0656657375982659%","0.167837819571711%","","","","","ONS-CIS",""
"East of England","17 September 2020","17 September 2020","0.112139224053383%","0.0685113953652888%","0.168051184815307%","","","","","ONS-CIS",""
"East of England","18 September 2020","18 September 2020","0.115305863422264%","0.0717101056357323%","0.171354519078679%","","","","","ONS-CIS",""
"East of England","19 September 2020","19 September 2020","0.119108913881039%","0.075546906757607%","0.175200050766934%","","","","","ONS-CIS",""
"East of England","20 September 2020","20 September 2020","0.118565559321662%","0.0711482688672067%","0.181040610192074%","","","","","ONS-CIS",""
"East of England","21 September 2020","21 September 2020","0.123180913782458%","0.0758338114214066%","0.184107713035997%","","","","","ONS-CIS",""
"East of England","22 September 2020","22 September 2020","0.128597784061742%","0.0812929249155643%","0.189266454506633%","","","","","ONS-CIS",""
"East of England","23 September 2020","23 September 2020","0.134851614819844%","0.0872746219667711%","0.195444639533135%","","","","","ONS-CIS",""
"East of England","24 September 2020","24 September 2020","0.141960749495279%","0.0947065859366777%","0.200628994756266%","","","","","ONS-CIS",""
"East of England","25 September 2020","25 September 2020","0.149920441234286%","0.10220420694986%","0.208388977797538%","","","","","ONS-CIS",""
"East of England","26 September 2020","26 September 2020","0.156308858996596%","0.104802848915581%","0.219439275198603%","","","","","ONS-CIS",""
"East of England","27 September 2020","27 September 2020","0.166237158724554%","0.114140086476019%","0.228816379873907%","","","","","ONS-CIS",""
"East of England","28 September 2020","28 September 2020","0.176598413932113%","0.123952459239403%","0.238217777955365%","","","","","ONS-CIS",""
"East of England","29 September 2020","29 September 2020","0.187325092271745%","0.133680692227231%","0.249858484316091%","","","","","ONS-CIS",""
"East of England","30 September 2020","30 September 2020","0.198355107162896%","0.143569239580497%","0.261241981492896%","","","","","ONS-CIS",""
"East of England","01 October 2020","01 October 2020","0.20963398021076%","0.154204728041019%","0.273019070712611%","","","","","ONS-CIS",""
"East of England","02 October 2020","02 October 2020","0.221113557080376%","0.164873645106143%","0.285517227142378%","","","","","ONS-CIS",""
